hospitalID,nursesCommunicateWell,doctorsCommunicateWell,receivedImmediateHelp,painManagedByTreatment,staffExplainedMedications,bathroomsAlwaysClean,givenInformationAboutRecovery,rateHospitalPositively
450389,0.76,0.81,0.63,0.67,0.61,0.63,0.81,0.65
450395,0.77,0.79,0.62,0.70,0.63,0.78,0.86,0.64
450399,0.77,0.84,0.67,0.73,0.60,0.72,0.88,0.61
450400,0.83,0.84,0.81,0.80,0.70,0.80,0.87,0.76
450403,0.79,0.80,0.68,0.73,0.63,0.72,0.85,0.71
450411,0.84,0.93,0.75,0.79,0.71,0.73,0.91,0.73
450419,0.79,0.82,0.72,0.70,0.66,0.82,0.91,0.73
450422,0.90,0.89,0.89,0.80,0.74,0.87,0.91,0.89
450424,0.81,0.79,0.73,0.75,0.65,0.76,0.84,0.73
450431,0.79,0.83,0.67,0.74,0.66,0.73,0.88,0.79
450446,,,,,,,,
450447,0.75,0.81,0.62,0.70,0.64,0.71,0.83,0.63
450451,0.83,0.92,0.78,0.77,0.69,0.79,0.81,0.79
450460,0.88,0.95,0.80,0.72,0.78,0.84,0.75,0.67
450462,0.77,0.81,0.62,0.71,0.60,0.72,0.84,0.74
450465,0.82,0.83,0.67,0.74,0.66,0.77,0.87,0.73
450469,0.74,0.79,0.62,0.66,0.57,0.62,0.83,0.63
450475,0.80,0.83,0.68,0.75,0.67,0.76,0.85,0.69
450484,0.81,0.82,0.73,0.72,0.66,0.74,0.87,0.77
450488,,,,,,,,
450489,0.84,0.84,0.77,0.73,0.57,0.81,0.85,0.79
450497,0.86,0.93,0.79,0.82,0.68,0.77,0.86,0.74
450498,0.86,0.85,0.75,0.73,0.59,0.68,0.82,0.71
450508,0.76,0.82,0.65,0.65,0.61,0.64,0.83,0.65
450518,0.77,0.82,0.60,0.67,0.64,0.66,0.85,0.69
450537,0.73,0.80,0.66,0.70,0.65,0.75,0.83,0.67
450539,0.80,0.86,0.67,0.72,0.66,0.74,0.82,0.69
450558,0.75,0.82,0.64,0.67,0.67,0.75,0.85,0.69
450563,0.80,0.84,0.63,0.75,0.66,0.81,0.85,0.78
450565,0.79,0.83,0.72,0.74,0.61,0.70,0.88,0.71
450571,0.81,0.84,0.67,0.72,0.67,0.75,0.84,0.76
450573,0.75,0.86,0.68,0.68,0.64,0.74,0.83,0.62
450578,0.97,0.96,0.85,0.86,0.73,0.92,0.91,0.82
450580,0.79,0.86,0.71,0.71,0.60,0.62,0.83,0.64
450584,0.85,0.88,0.72,0.73,0.65,0.77,0.91,0.77
450586,0.82,0.87,0.74,0.73,0.70,0.73,0.84,0.72
450587,0.79,0.84,0.63,0.72,0.66,0.68,0.87,0.64
450591,0.76,0.80,0.68,0.71,0.65,0.75,0.85,0.69
450596,0.73,0.83,0.60,0.73,0.61,0.63,0.84,0.65
450597,0.78,0.84,0.73,0.78,0.61,0.82,0.85,0.73
450604,0.90,0.90,0.79,0.79,0.78,0.84,0.89,0.90
450605,0.79,0.82,0.72,0.73,0.69,0.70,0.88,0.66
450610,0.78,0.81,0.66,0.71,0.68,0.74,0.88,0.78
450617,0.76,0.78,0.60,0.71,0.63,0.71,0.85,0.66
450620,0.55,0.80,0.54,0.51,0.36,0.66,0.74,0.32
450634,0.75,0.77,0.66,0.70,0.61,0.69,0.86,0.67
450638,0.74,0.79,0.64,0.70,0.57,0.68,0.81,0.64
450639,0.78,0.80,0.66,0.73,0.65,0.69,0.87,0.75
450641,0.79,0.85,0.74,0.69,0.71,0.72,0.65,0.68
450643,0.76,0.81,0.64,0.72,0.63,0.80,0.85,0.69
450644,0.72,0.75,0.56,0.67,0.54,0.67,0.81,0.64
450647,0.77,0.83,0.62,0.73,0.61,0.75,0.86,0.75
450651,0.74,0.78,0.56,0.68,0.59,0.70,0.83,0.67
450653,0.76,0.80,0.65,0.69,0.58,0.69,0.79,0.59
450654,0.79,0.86,0.67,0.75,0.68,0.81,0.87,0.61
450656,0.80,0.89,0.67,0.75,0.69,0.63,0.86,0.72
450658,0.82,0.88,0.81,0.82,0.77,0.70,0.81,0.74
450659,0.77,0.89,0.68,0.72,0.67,0.70,0.80,0.70
450661,0.74,0.80,0.61,0.69,0.66,0.69,0.84,0.68
450662,0.74,0.80,0.55,0.67,0.61,0.70,0.83,0.69
450668,0.74,0.81,0.61,0.67,0.60,0.67,0.82,0.65
450669,0.76,0.79,0.64,0.69,0.62,0.72,0.85,0.73
450670,0.75,0.80,0.60,0.69,0.57,0.68,0.83,0.68
450672,0.75,0.81,0.62,0.68,0.62,0.71,0.85,0.72
450674,0.74,0.82,0.56,0.71,0.62,0.68,0.85,0.75
450675,0.74,0.77,0.57,0.68,0.57,0.69,0.82,0.67
450677,0.76,0.79,0.65,0.71,0.60,0.66,0.85,0.66
450678,0.74,0.84,0.62,0.71,0.61,0.65,0.83,0.64
450684,0.78,0.77,0.62,0.70,0.63,0.65,0.86,0.69
450686,0.81,0.82,0.70,0.73,0.74,0.72,0.85,0.77
450688,0.67,0.73,0.57,0.61,0.44,0.68,0.74,0.50
450690,0.78,0.88,0.63,0.72,0.67,0.73,0.92,0.81
450694,0.88,0.88,0.81,0.87,0.68,0.79,0.83,0.70
450697,0.70,0.78,0.53,0.65,0.59,0.63,0.84,0.62
450698,0.73,0.84,0.65,0.61,0.65,0.76,0.81,0.63
450702,0.79,0.83,0.68,0.71,0.64,0.76,0.87,0.74
450709,0.75,0.75,0.64,0.71,0.59,0.72,0.83,0.73
450711,0.76,0.79,0.58,0.70,0.61,0.70,0.81,0.72
450713,0.79,0.79,0.64,0.73,0.67,0.75,0.86,0.74
450716,0.74,0.80,0.61,0.70,0.59,0.63,0.85,0.68
450718,0.78,0.78,0.66,0.72,0.66,0.73,0.88,0.75
450723,0.77,0.76,0.60,0.71,0.60,0.74,0.79,0.68
450730,0.71,0.75,0.57,0.66,0.59,0.67,0.80,0.62
450742,0.80,0.82,0.65,0.75,0.64,0.67,0.83,0.71
450743,0.77,0.79,0.65,0.69,0.64,0.72,0.86,0.70
450746,0.89,0.94,0.84,0.72,0.74,0.93,0.61,0.81
450747,0.72,0.75,0.57,0.62,0.56,0.63,0.83,0.58
450749,0.81,0.84,0.69,0.70,0.68,0.86,0.89,0.71
450754,0.79,0.91,0.68,0.67,0.73,0.79,0.86,0.81
450755,0.81,0.90,0.71,0.74,0.64,0.71,0.87,0.72
450766,0.83,0.85,0.70,0.78,0.71,0.75,0.85,0.85
450770,0.70,0.86,0.59,0.60,0.69,0.71,0.77,0.56
450771,0.80,0.82,0.67,0.75,0.66,0.79,0.86,0.81
450774,0.84,0.89,0.85,0.78,0.67,0.83,0.90,0.80
450775,0.73,0.78,0.57,0.66,0.57,0.68,0.83,0.65
450779,0.79,0.83,0.64,0.73,0.64,0.63,0.86,0.76
450780,0.83,0.84,0.72,0.74,0.71,0.77,0.89,0.80
450788,0.76,0.82,0.62,0.70,0.61,0.70,0.86,0.72
450795,0.77,0.86,0.67,0.71,0.73,0.72,0.79,0.69
450796,0.87,0.88,0.89,0.78,0.80,0.85,0.92,0.80
450797,0.75,0.89,0.76,0.67,0.64,0.76,0.89,0.65
450801,0.81,0.82,0.69,0.73,0.66,0.74,0.84,0.74
450803,0.72,0.79,0.58,0.69,0.60,0.71,0.73,0.65
450804,0.74,0.84,0.63,0.69,0.58,0.71,0.89,0.75
450808,0.86,0.84,0.89,0.79,0.74,0.84,0.90,0.83
450809,0.77,0.81,0.65,0.76,0.65,0.78,0.88,0.76
450820,0.78,0.80,0.67,0.70,0.65,0.73,0.84,0.78
450822,0.76,0.79,0.59,0.73,0.62,0.72,0.86,0.69
450825,0.84,0.77,0.76,0.69,0.64,0.82,0.83,0.70
450827,0.82,0.88,0.77,0.74,0.71,0.81,0.88,0.79
450828,0.81,0.82,0.69,0.73,0.63,0.76,0.84,0.68
450831,0.98,0.98,0.99,0.98,0.94,0.91,0.95,0.97
450832,0.75,0.82,0.64,0.72,0.62,0.76,0.84,0.75
450833,0.73,0.79,0.55,0.66,0.67,0.72,0.84,0.65
450834,0.94,0.89,0.87,0.85,0.81,0.89,0.89,0.93
450840,0.78,0.82,0.68,0.70,0.66,0.78,0.86,0.74
450844,0.77,0.76,0.62,0.70,0.61,0.68,0.83,0.74
450845,0.75,0.83,0.69,0.70,0.62,0.80,0.89,0.74
450847,0.78,0.81,0.65,0.72,0.64,0.71,0.86,0.76
450848,0.77,0.83,0.60,0.72,0.61,0.75,0.86,0.76
450851,0.87,0.88,0.81,0.79,0.72,0.80,0.85,0.88
450853,0.85,0.86,0.73,0.78,0.67,0.90,0.88,0.88
450855,0.77,0.78,0.66,0.68,0.63,0.75,0.87,0.72
450856,0.86,0.89,0.82,0.79,0.74,0.80,0.89,0.84
450860,0.93,0.87,0.93,0.81,0.83,0.87,0.90,0.91
450862,0.77,0.78,0.61,0.67,0.58,0.70,0.79,0.76
450864,0.86,0.88,0.80,0.77,0.77,0.81,0.89,0.83
450865,0.82,0.84,0.74,0.74,0.66,0.78,0.89,0.83
450867,0.76,0.81,0.64,0.70,0.61,0.67,0.84,0.70
450869,0.76,0.78,0.60,0.69,0.61,0.75,0.81,0.75
450871,0.75,0.84,0.64,0.69,0.66,0.78,0.92,0.76
450872,0.84,0.86,0.77,0.78,0.73,0.88,0.85,0.85
450874,0.80,0.86,0.81,0.74,0.70,0.87,0.89,0.77
450875,0.92,0.91,0.92,0.82,0.79,0.88,0.91,0.90
450876,0.81,0.83,0.75,0.69,0.65,0.70,0.85,0.82
450877,0.77,0.82,0.69,0.72,0.62,0.74,0.84,0.73
450880,0.77,0.81,0.65,0.68,0.65,0.68,0.88,0.68
450883,0.87,0.87,0.81,0.84,0.70,0.85,0.89,0.85
450884,0.90,0.97,0.88,0.78,0.84,0.90,0.88,0.85
450885,0.76,0.81,0.64,0.71,0.61,0.70,0.85,0.69
450888,0.88,0.89,0.86,0.81,0.80,0.85,0.92,0.90
450889,0.85,0.88,0.88,0.77,0.71,0.90,0.97,0.90
450890,0.78,0.81,0.64,0.72,0.62,0.77,0.85,0.78
450891,0.90,0.85,0.86,0.77,0.76,0.87,0.91,0.89
450893,0.87,0.84,0.81,0.83,0.64,0.79,0.88,0.81
450894,0.77,0.84,0.71,0.71,0.64,0.72,0.85,0.76
451301,1.00,0.84,1.00,1.00,0.98,1.00,1.00,0.76
451302,0.81,0.87,0.72,0.66,0.73,0.78,0.78,0.69
451303,,,,,,,,
451305,,,,,,,,
451308,0.81,0.90,0.76,0.73,0.68,0.85,0.81,0.81
451309,,,,,,,,
451310,0.87,0.85,0.89,0.32,0.79,0.82,0.85,0.77
451311,0.85,0.70,0.82,0.50,0.67,0.61,0.78,0.77
451313,,,,,,,,
451315,,,,,,,,
451316,,,,,,,,
451319,,,,,,,,
451320,0.91,0.94,0.88,0.85,0.80,0.90,0.86,0.75
451321,,,,,,,,
451322,,,,,,,,
451323,0.92,0.93,0.84,0.82,0.83,0.85,0.91,0.87
451326,,,,,,,,
451330,0.80,0.90,0.67,0.75,0.67,0.78,0.83,0.75
451331,0.75,0.85,0.59,0.62,0.70,0.73,0.87,0.66
451333,,,,,,,,
451334,0.83,0.86,0.85,0.87,0.71,0.96,0.74,0.71
451337,0.91,0.97,0.85,0.82,0.77,0.83,0.73,0.84
451341,,,,,,,,
451342,,,,,,,,
451343,0.88,0.93,0.84,0.83,0.73,0.90,0.95,0.92
451344,0.91,0.98,0.95,0.95,0.99,0.89,1.00,0.84
451346,0.88,0.92,0.83,0.86,0.65,0.81,0.84,0.78
451347,,,,,,,,
451349,0.93,0.97,0.88,0.88,0.85,0.88,0.85,0.83
451350,0.77,0.82,0.75,0.79,0.58,0.84,0.82,0.76
451351,,,,,,,,
451354,,,,,,,,
451356,,,,,,,,
451357,,,,,,,,
451361,,,,,,,,
451363,,,,,,,,
451364,,,,,,,,
451365,0.80,0.83,0.71,0.71,0.67,0.75,0.87,0.74
451366,,,,,,,,
451367,0.87,0.93,0.76,0.77,0.72,0.83,0.88,0.82
451369,,,,,,,,
451370,,,,,,,,
451371,0.85,0.88,0.73,0.73,0.78,0.78,0.89,0.78
451372,,,,,,,,
451373,,,,,,,,
451374,0.86,0.96,0.75,0.73,0.77,0.82,0.87,0.64
451376,,,,,,,,
451377,0.83,0.90,0.68,0.76,0.64,0.78,0.86,0.67
451378,0.82,0.86,0.79,0.76,0.81,0.75,0.88,0.77
451379,0.80,0.85,0.75,0.73,0.72,0.76,0.82,0.66
451380,0.84,0.91,0.71,0.77,0.71,0.77,0.88,0.77
453300,,,,,,,,
453301,,,,,,,,
453310,,,,,,,,
460001,0.78,0.81,0.67,0.72,0.67,0.72,0.90,0.75
460003,0.75,0.82,0.63,0.69,0.63,0.73,0.89,0.70
460004,0.78,0.81,0.64,0.70,0.69,0.72,0.90,0.76
460005,0.72,0.78,0.58,0.67,0.60,0.61,0.89,0.68
460006,0.80,0.84,0.68,0.75,0.68,0.75,0.89,0.76
460007,0.82,0.84,0.68,0.77,0.71,0.74,0.91,0.79
460009,0.75,0.78,0.63,0.68,0.63,0.77,0.88,0.77
460010,0.77,0.81,0.62,0.72,0.68,0.74,0.90,0.75
460011,0.74,0.80,0.67,0.71,0.62,0.70,0.90,0.64
460013,0.73,0.80,0.62,0.67,0.61,0.67,0.89,0.68
460014,0.78,0.79,0.68,0.76,0.61,0.74,0.88,0.67
460015,0.79,0.84,0.69,0.74,0.67,0.73,0.91,0.76
460017,0.78,0.84,0.69,0.73,0.55,0.74,0.87,0.69
460019,0.75,0.79,0.69,0.65,0.56,0.68,0.83,0.63
460021,0.80,0.84,0.70,0.74,0.71,0.74,0.90,0.80
460023,0.78,0.83,0.67,0.72,0.71,0.73,0.92,0.74
460026,0.85,0.88,0.82,0.77,0.79,0.84,0.90,0.81
460030,0.73,0.80,0.66,0.65,0.61,0.67,0.86,0.61
460033,0.88,0.88,0.78,0.76,0.82,0.84,0.94,0.78
460035,0.80,0.86,0.76,0.64,0.57,0.82,0.86,0.82
460039,0.87,0.88,0.85,0.82,0.86,0.84,0.94,0.90
460041,0.76,0.84,0.64,0.69,0.63,0.74,0.89,0.70
460042,0.76,0.82,0.62,0.70,0.64,0.71,0.90,0.70
460043,0.81,0.83,0.69,0.76,0.71,0.76,0.93,0.86
460044,0.78,0.83,0.66,0.70,0.66,0.68,0.91,0.75
460047,0.70,0.78,0.54,0.67,0.54,0.64,0.85,0.66
460049,0.81,0.87,0.74,0.74,0.73,0.80,0.91,0.80
460051,0.74,0.80,0.60,0.68,0.62,0.71,0.88,0.66
460052,0.76,0.78,0.64,0.70,0.58,0.74,0.87,0.71
460054,0.82,0.83,0.75,0.75,0.73,0.77,0.91,0.74
460057,0.84,0.87,0.76,0.76,0.76,0.77,0.92,0.83
460058,0.78,0.83,0.63,0.73,0.68,0.72,0.91,0.76
461300,0.82,0.90,0.70,0.76,0.66,0.84,0.88,0.79
461301,0.83,0.89,0.72,0.73,0.80,0.69,0.94,0.87
461302,,,,,,,,
461303,0.83,0.87,0.84,0.77,0.80,0.76,0.92,0.77
461304,0.81,0.94,0.73,0.79,0.71,0.78,0.90,0.72
461305,,,,,,,,
461306,,,,,,,,
461307,0.84,0.86,0.71,0.74,0.74,0.78,0.94,0.83
461308,,,,,,,,
461309,,,,,,,,
461310,,,,,,,,
463301,,,,,,,,
470001,0.82,0.80,0.72,0.75,0.66,0.83,0.89,0.73
470003,0.77,0.77,0.65,0.69,0.61,0.68,0.88,0.65
470005,0.83,0.82,0.75,0.76,0.64,0.75,0.88,0.70
470011,0.78,0.79,0.73,0.69,0.64,0.76,0.86,0.66
470012,0.81,0.83,0.73,0.74,0.69,0.78,0.90,0.75
470024,0.78,0.79,0.65,0.70,0.63,0.76,0.87,0.70
471300,0.87,0.88,0.67,0.70,0.67,0.81,0.93,0.75
471301,0.78,0.79,0.63,0.63,0.64,0.74,0.89,0.72
471302,0.81,0.81,0.61,0.75,0.60,0.92,0.93,0.79
471303,0.81,0.84,0.75,0.70,0.72,0.87,0.88,0.73
471304,0.78,0.83,0.72,0.70,0.65,0.78,0.88,0.67
471305,0.83,0.86,0.76,0.73,0.70,0.79,0.87,0.74
471306,0.76,0.81,0.61,0.60,0.65,0.71,0.84,0.63
471307,0.79,0.82,0.64,0.68,0.63,0.70,0.89,0.65
480001,0.78,0.87,0.63,0.68,0.67,0.61,0.76,0.60
480002,,,,,,,,
490001,0.77,0.82,0.64,0.66,0.61,0.69,0.80,0.67
490002,0.82,0.83,0.75,0.70,0.62,0.74,0.81,0.62
490004,0.78,0.79,0.62,0.70,0.60,0.76,0.86,0.71
490005,0.78,0.80,0.64,0.70,0.61,0.74,0.86,0.74
490007,0.81,0.84,0.70,0.76,0.65,0.68,0.87,0.79
490009,0.76,0.79,0.56,0.67,0.63,0.67,0.87,0.68
490011,0.70,0.78,0.57,0.66,0.57,0.66,0.85,0.63
490012,0.86,0.80,0.83,0.69,0.77,0.95,0.83,0.74
490013,0.81,0.87,0.69,0.72,0.66,0.73,0.87,0.69
490017,0.73,0.81,0.57,0.67,0.58,0.61,0.87,0.59
490018,0.75,0.82,0.59,0.69,0.62,0.70,0.86,0.66
490019,0.77,0.79,0.63,0.71,0.62,0.76,0.85,0.65
490020,0.73,0.81,0.56,0.67,0.59,0.72,0.85,0.61
490021,0.83,0.84,0.68,0.74,0.67,0.74,0.87,0.75
490022,0.75,0.76,0.60,0.68,0.58,0.71,0.84,0.64
490023,0.78,0.80,0.65,0.67,0.63,0.77,0.86,0.71
490024,0.78,0.78,0.64,0.72,0.57,0.59,0.86,0.69
490032,0.78,0.80,0.61,0.70,0.65,0.68,0.88,0.72
490033,0.77,0.78,0.64,0.68,0.64,0.72,0.82,0.63
490037,0.78,0.81,0.69,0.67,0.57,0.72,0.82,0.58
490038,0.79,0.80,0.65,0.68,0.60,0.78,0.84,0.69
490040,0.73,0.77,0.58,0.66,0.59,0.63,0.80,0.63
490041,0.73,0.81,0.57,0.64,0.60,0.58,0.88,0.65
490042,0.82,0.80,0.71,0.69,0.65,0.70,0.87,0.77
490043,0.76,0.77,0.59,0.67,0.59,0.63,0.87,0.65
490044,0.82,0.82,0.72,0.75,0.66,0.74,0.87,0.78
490045,0.70,0.77,0.55,0.64,0.57,0.70,0.85,0.58
490046,0.78,0.81,0.64,0.74,0.66,0.63,0.90,0.71
490048,0.74,0.79,0.56,0.69,0.56,0.63,0.87,0.69
490050,0.83,0.82,0.71,0.75,0.70,0.81,0.86,0.82
490052,0.76,0.78,0.58,0.67,0.57,0.68,0.83,0.64
490053,0.73,0.80,0.59,0.65,0.59,0.71,0.84,0.65
490057,0.81,0.79,0.67,0.74,0.63,0.68,0.90,0.75
490059,0.80,0.80,0.64,0.71,0.63,0.68,0.88,0.73
490060,0.77,0.85,0.67,0.71,0.62,0.70,0.85,0.67
490063,0.72,0.76,0.55,0.67,0.61,0.64,0.84,0.65
490066,0.81,0.84,0.59,0.71,0.66,0.72,0.89,0.79
490067,0.78,0.80,0.65,0.71,0.62,0.69,0.84,0.68
490069,0.78,0.81,0.67,0.70,0.62,0.65,0.87,0.71
490075,0.74,0.78,0.57,0.63,0.59,0.67,0.81,0.53
490077,0.82,0.85,0.69,0.70,0.64,0.74,0.88,0.81
490079,0.71,0.73,0.54,0.62,0.55,0.65,0.83,0.53
490084,0.81,0.84,0.75,0.70,0.66,0.76,0.88,0.65
490088,0.79,0.84,0.68,0.69,0.60,0.72,0.82,0.67
490089,0.80,0.82,0.73,0.70,0.67,0.81,0.86,0.70
490090,0.77,0.80,0.62,0.71,0.64,0.76,0.86,0.60
490092,0.79,0.81,0.68,0.71,0.65,0.71,0.87,0.65
490093,0.79,0.82,0.65,0.72,0.59,0.72,0.90,0.71
490094,0.80,0.86,0.68,0.70,0.69,0.80,0.90,0.68
490097,0.70,0.83,0.52,0.63,0.61,0.65,0.80,0.59
490098,0.78,0.82,0.64,0.68,0.63,0.69,0.86,0.60
490101,0.76,0.79,0.61,0.67,0.61,0.65,0.84,0.73
490105,,,,,,,,
490106,,,,,,,,
490107,0.73,0.77,0.56,0.66,0.59,0.72,0.84,0.66
490109,,,,,,,,
490110,0.77,0.81,0.62,0.71,0.63,0.72,0.88,0.69
490111,0.83,0.84,0.73,0.74,0.66,0.73,0.88,0.72
490112,0.76,0.79,0.61,0.68,0.60,0.67,0.87,0.68
490113,0.72,0.77,0.55,0.69,0.60,0.71,0.84,0.60
490114,0.84,0.83,0.77,0.76,0.69,0.81,0.85,0.70
490115,0.77,0.82,0.63,0.71,0.65,0.74,0.89,0.66
490116,0.76,0.84,0.62,0.72,0.60,0.74,0.88,0.68
490117,0.80,0.88,0.73,0.79,0.69,0.75,0.86,0.68
490118,0.77,0.82,0.64,0.71,0.59,0.67,0.86,0.70
490119,0.82,0.83,0.67,0.74,0.64,0.71,0.89,0.80
490120,0.77,0.81,0.63,0.70,0.62,0.63,0.88,0.69
490122,0.75,0.79,0.60,0.69,0.60,0.69,0.85,0.71
490123,0.83,0.84,0.75,0.74,0.68,0.75,0.88,0.69
490126,0.77,0.82,0.61,0.68,0.60,0.61,0.86,0.64
490127,0.82,0.88,0.67,0.69,0.63,0.75,0.82,0.65
490130,0.79,0.84,0.64,0.72,0.66,0.71,0.85,0.68
490134,,,,,,,,
490136,0.75,0.79,0.59,0.69,0.58,0.67,0.87,0.72
490140,0.76,0.74,0.65,0.68,0.61,0.74,0.82,0.73
490141,0.76,0.79,0.62,0.66,0.60,0.71,0.86,0.70
490143,,,,,,,,
491300,,,,,,,,
491302,0.86,0.91,0.77,0.74,0.71,0.80,0.92,0.77
491303,,,,,,,,
491304,0.80,0.89,0.67,0.72,0.66,0.66,0.86,0.65
491305,0.79,0.77,0.69,0.70,0.66,0.87,0.85,0.70
491306,,,,,,,,
491307,0.79,0.82,0.58,0.68,0.60,0.75,0.87,0.64
500001,0.74,0.81,0.66,0.70,0.61,0.70,0.86,0.70
500002,0.79,0.85,0.70,0.71,0.67,0.75,0.83,0.73
500003,0.72,0.77,0.60,0.65,0.57,0.72,0.83,0.64
500005,0.80,0.84,0.69,0.70,0.65,0.74,0.89,0.79
500007,0.83,0.83,0.73,0.75,0.67,0.83,0.85,0.77
500008,0.80,0.81,0.64,0.73,0.68,0.71,0.90,0.79
500011,0.70,0.76,0.56,0.66,0.58,0.68,0.84,0.64
500012,0.71,0.79,0.54,0.62,0.54,0.67,0.88,0.56
500014,0.76,0.78,0.63,0.70,0.61,0.71,0.87,0.71
500015,0.63,0.71,0.39,0.59,0.52,0.56,0.86,0.41
500016,0.78,0.85,0.68,0.72,0.69,0.77,0.89,0.77
500019,0.78,0.78,0.66,0.71,0.64,0.75,0.87,0.67
500021,0.75,0.77,0.55,0.67,0.61,0.70,0.87,0.66
500024,0.78,0.80,0.66,0.71,0.62,0.72,0.86,0.76
500025,0.75,0.81,0.63,0.72,0.62,0.69,0.85,0.71
500026,0.72,0.78,0.57,0.66,0.60,0.65,0.83,0.58
500027,0.74,0.81,0.60,0.68,0.59,0.67,0.81,0.71
500030,0.78,0.79,0.64,0.71,0.64,0.72,0.89,0.67
500031,0.79,0.79,0.68,0.69,0.60,0.74,0.86,0.65
500033,0.75,0.77,0.67,0.72,0.60,0.70,0.84,0.61
500036,0.74,0.79,0.61,0.65,0.63,0.72,0.86,0.66
500037,0.80,0.84,0.70,0.74,0.68,0.73,0.91,0.73
500039,0.77,0.79,0.65,0.67,0.58,0.67,0.87,0.69
500041,0.79,0.79,0.57,0.69,0.62,0.73,0.89,0.63
500044,0.74,0.81,0.61,0.70,0.65,0.64,0.89,0.68
500049,0.80,0.80,0.71,0.68,0.67,0.74,0.86,0.72
500050,0.77,0.80,0.59,0.65,0.64,0.70,0.87,0.70
500051,0.77,0.82,0.64,0.73,0.63,0.74,0.86,0.74
500052,0.79,0.79,0.65,0.68,0.68,0.76,0.87,0.70
500053,0.80,0.81,0.67,0.73,0.66,0.77,0.88,0.70
500054,0.78,0.80,0.67,0.71,0.60,0.72,0.86,0.74
500058,0.75,0.77,0.64,0.66,0.61,0.73,0.87,0.70
500060,0.75,0.83,0.74,0.70,0.57,0.79,0.84,0.66
500064,0.74,0.74,0.60,0.66,0.60,0.73,0.87,0.69
500072,0.76,0.80,0.71,0.66,0.62,0.71,0.83,0.67
500077,0.78,0.77,0.62,0.69,0.61,0.74,0.84,0.70
500079,0.76,0.76,0.61,0.68,0.60,0.73,0.86,0.70
500084,0.71,0.77,0.60,0.71,0.62,0.66,0.89,0.59
500088,0.73,0.80,0.60,0.68,0.62,0.68,0.86,0.70
500108,0.77,0.78,0.61,0.70,0.60,0.70,0.89,0.65
500119,0.75,0.78,0.63,0.69,0.63,0.69,0.89,0.68
500124,0.74,0.82,0.64,0.67,0.60,0.69,0.87,0.78
500129,0.74,0.75,0.57,0.65,0.56,0.70,0.86,0.66
500139,0.76,0.82,0.61,0.71,0.64,0.68,0.88,0.69
500141,0.73,0.75,0.56,0.66,0.63,0.65,0.86,0.67
500148,0.85,0.89,0.78,0.74,0.74,0.78,0.90,0.80
500150,0.79,0.82,0.70,0.72,0.66,0.71,0.88,0.78
500151,0.74,0.76,0.61,0.66,0.60,0.69,0.87,0.71
500152,0.75,0.82,0.67,0.69,0.62,0.71,0.83,0.77
501301,,,,,,,,
501302,0.99,1.00,0.92,1.00,0.76,0.70,0.92,0.92
501303,,,,,,,,
501304,,,,,,,,
501305,0.86,0.89,0.74,0.80,0.60,0.87,0.79,0.73
501307,,,,,,,,
501308,0.78,0.84,0.72,0.78,0.67,0.73,0.88,0.66
501309,0.82,0.89,0.76,0.67,0.75,0.75,0.88,0.77
501310,0.77,0.86,0.61,0.65,0.71,0.77,0.90,0.67
501311,,,,,,,,
501312,,,,,,,,
501313,,,,,,,,
501314,,,,,,,,
501315,0.88,0.93,0.78,0.73,0.73,0.85,0.87,0.77
501316,0.70,0.78,0.62,0.59,0.49,0.70,0.76,0.57
501317,,,,,,,,
501318,0.79,0.83,0.63,0.74,0.64,0.71,0.81,0.70
501319,,,,,,,,
501320,,,,,,,,
501321,,,,,,,,
501322,,,,,,,,
501323,0.81,0.85,0.69,0.71,0.67,0.82,0.88,0.77
501324,,,,,,,,
501325,,,,,,,,
501326,0.80,0.84,0.75,0.75,0.67,0.87,0.86,0.78
501327,0.88,0.90,0.84,0.77,0.74,0.84,0.92,0.88
501328,,,,,,,,
501329,0.79,0.79,0.79,0.77,0.68,0.83,0.83,0.67
501330,0.77,0.78,0.60,0.63,0.60,0.76,0.82,0.61
501331,0.83,0.86,0.78,0.76,0.71,0.79,0.91,0.84
501332,0.77,0.79,0.75,0.72,0.67,0.76,0.88,0.74
501333,0.79,0.80,0.73,0.71,0.68,0.75,0.92,0.75
501334,0.78,0.80,0.67,0.68,0.61,0.61,0.90,0.64
501335,0.80,0.87,0.69,0.66,0.78,0.79,0.92,0.84
501336,,,,,,,,
501337,,,,,,,,
501338,,,,,,,,
501339,0.77,0.80,0.64,0.69,0.64,0.73,0.85,0.64
503300,,,,,,,,
510001,0.81,0.80,0.67,0.71,0.66,0.69,0.84,0.76
510002,0.78,0.81,0.64,0.69,0.65,0.75,0.85,0.65
510006,0.76,0.81,0.58,0.67,0.63,0.77,0.82,0.68
510007,0.80,0.81,0.72,0.75,0.63,0.77,0.86,0.77
510008,0.74,0.76,0.64,0.68,0.63,0.77,0.80,0.55
510012,0.81,0.88,0.73,0.74,0.67,0.79,0.89,0.78
510013,0.73,0.78,0.64,0.64,0.56,0.67,0.84,0.60
510022,0.75,0.78,0.62,0.67,0.60,0.65,0.82,0.67
510023,0.69,0.73,0.54,0.61,0.51,0.59,0.80,0.43
510024,0.79,0.83,0.68,0.73,0.65,0.75,0.87,0.77
510029,0.72,0.81,0.65,0.64,0.55,0.65,0.83,0.66
